workerid,proliferate.condition,frame,item,order,response,verb1,verb2,error
94,condition1,8,"Diversification caused new monetary policies, in fact it affected them.",7,5,caused,affected,
94,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it enabled it.",8,6,caused,enabled,
94,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",9,4,caused,enabled,
94,condition1,0,"The dry weather affected the wild fire, in fact it enabled it.",10,5,affected,enabled,
94,condition1,0,"The dry weather affected the wild fire, in fact it caused it.",12,6,affected,caused,
94,condition1,5,"More stipends caused the increase in student admissions, in fact they enabled it.",14,4,caused,enabled,
94,condition1,1,"The CEO's decision enabled the outcome, in fact it caused it.",15,3,enabled,caused,
94,condition1,1,"The CEO's decision caused the outcome, in fact it affected it.",16,0,caused,affected,
94,condition1,7,"Metastasis enabled cell growth, in fact it affected it.",17,2,enabled,affected,
94,condition1,6,"The sun enabled the drying of the clothes, in fact it caused it.",18,6,enabled,caused,
94,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",19,6,caused,enabled,
94,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",20,1,caused,affected,
94,condition1,7,"Metastasis caused cell growth, in fact it enabled it.",21,3,caused,enabled,
94,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",22,6,affected,caused,
94,condition1,6,"The sun caused the drying of the clothes, in fact it enabled it.",23,4,caused,enabled,
94,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it affected it.",24,6,caused,affected,
94,condition1,2,"The new technology caused the change, in fact it enabled it.",25,3,caused,enabled,
94,condition1,4,"The sunny weather enabled the tree's growth, in fact it caused it.",26,6,enabled,caused,
94,condition1,5,"More stipends enabled the increase in student admissions, in fact they affected it.",27,0,enabled,affected,
94,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",29,6,affected,enabled,
94,condition1,0,"The dry weather caused the wild fire, in fact it affected it.",30,1,caused,affected,
94,condition1,4,"The sunny weather affected the tree's growth, in fact it caused it.",32,6,affected,caused,
94,condition1,0,"The dry weather caused the wild fire, in fact it enabled it.",33,4,caused,enabled,
94,condition1,6,"The sun affected the drying of the clothes, in fact it enabled it.",34,5,affected,enabled,
94,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",35,1,enabled,affected,
94,condition1,5,"More stipends affected the increase in student admissions, in fact they enabled it.",36,4,affected,enabled,
94,condition1,6,"The sun enabled the drying of the clothes, in fact it affected it.",37,3,enabled,affected,
94,condition1,8,"Diversification affected new monetary policies, in fact it caused them.",39,4,affected,caused,
94,condition1,0,"The dry weather enabled the wild fire, in fact it caused it.",40,6,enabled,caused,
94,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",41,1,enabled,affected,
94,condition1,8,"Diversification enabled new monetary policies, in fact it caused them.",42,5,enabled,caused,
94,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it enabled it.",43,5,affected,enabled,
94,condition1,2,"The new technology affected the change, in fact it caused it.",44,6,affected,caused,
94,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",45,6,enabled,caused,
94,condition1,6,"The sun affected the drying of the clothes, in fact it caused it.",46,6,affected,caused,
94,condition1,1,"The CEO's decision caused the outcome, in fact it enabled it.",47,0,caused,enabled,
94,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it caused it.",48,6,affected,caused,
94,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",49,1,enabled,affected,
94,condition1,6,"The sun caused the drying of the clothes, in fact it affected it.",50,0,caused,affected,
94,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",51,2,enabled,affected,
94,condition1,8,"Diversification affected new monetary policies, in fact it enabled them.",52,5,affected,enabled,
94,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",53,6,affected,enabled,
94,condition1,7,"Metastasis affected cell growth, in fact it caused it.",54,6,affected,caused,
94,condition1,2,"The new technology affected the change, in fact it enabled it.",55,5,affected,enabled,
94,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",56,1,caused,enabled,
94,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",57,3,caused,affected,
94,condition1,7,"Metastasis affected cell growth, in fact it enabled it.",58,5,affected,enabled,
94,condition1,1,"The CEO's decision affected the outcome, in fact it enabled it.",59,2,affected,enabled,
94,condition1,2,"The new technology enabled the change, in fact it caused it.",60,6,enabled,caused,
94,condition1,4,"The sunny weather caused the tree's growth, in fact it affected it.",61,1,caused,affected,
94,condition1,7,"Metastasis enabled cell growth, in fact it caused it.",62,5,enabled,caused,
94,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it caused it.",63,6,affected,caused,
94,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it caused it.",65,6,enabled,caused,
68,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it affected it.",0,0,caused,affected,
68,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it caused it.",1,0,enabled,caused,
68,condition1,2,"The new technology caused the change, in fact it affected it.",2,0,caused,affected,
68,condition1,0,"The dry weather caused the wild fire, in fact it affected it.",3,0,caused,affected,
68,condition1,5,"More stipends enabled the increase in student admissions, in fact they affected it.",4,0,enabled,affected,
68,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",5,0,caused,enabled,
68,condition1,0,"The dry weather affected the wild fire, in fact it enabled it.",6,0,affected,enabled,
68,condition1,7,"Metastasis affected cell growth, in fact it enabled it.",7,5,affected,enabled,
68,condition1,0,"The dry weather affected the wild fire, in fact it caused it.",8,6,affected,caused,
68,condition1,2,"The new technology affected the change, in fact it caused it.",9,4,affected,caused,
68,condition1,1,"The CEO's decision caused the outcome, in fact it enabled it.",10,1,caused,enabled,
68,condition1,8,"Diversification affected new monetary policies, in fact it enabled them.",11,2,affected,enabled,
68,condition1,7,"Metastasis caused cell growth, in fact it enabled it.",12,5,caused,enabled,
68,condition1,4,"The sunny weather caused the tree's growth, in fact it affected it.",13,0,caused,affected,
68,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",14,6,enabled,caused,
68,condition1,4,"The sunny weather enabled the tree's growth, in fact it caused it.",15,6,enabled,caused,
68,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it caused it.",18,6,affected,caused,
68,condition1,2,"The new technology enabled the change, in fact it caused it.",19,4,enabled,caused,
68,condition1,1,"The CEO's decision affected the outcome, in fact it caused it.",20,6,affected,caused,
68,condition1,1,"The CEO's decision enabled the outcome, in fact it caused it.",21,1,enabled,caused,
68,condition1,6,"The sun enabled the drying of the clothes, in fact it affected it.",22,0,enabled,affected,
68,condition1,0,"The dry weather enabled the wild fire, in fact it caused it.",23,1,enabled,caused,
68,condition1,2,"The new technology enabled the change, in fact it affected it.",25,0,enabled,affected,
68,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it caused it.",26,0,enabled,caused,
68,condition1,6,"The sun affected the drying of the clothes, in fact it caused it.",27,0,affected,caused,
68,condition1,6,"The sun enabled the drying of the clothes, in fact it caused it.",28,0,enabled,caused,
68,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",29,0,enabled,affected,
68,condition1,8,"Diversification enabled new monetary policies, in fact it caused them.",30,4,enabled,caused,
68,condition1,1,"The CEO's decision enabled the outcome, in fact it affected it.",31,0,enabled,affected,
68,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",32,3,affected,enabled,
68,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",33,0,enabled,affected,
68,condition1,6,"The sun affected the drying of the clothes, in fact it enabled it.",34,4,affected,enabled,
68,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",35,0,enabled,affected,
68,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it caused it.",38,6,affected,caused,
68,condition1,7,"Metastasis enabled cell growth, in fact it affected it.",39,0,enabled,affected,
68,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",40,0,caused,affected,
68,condition1,6,"The sun caused the drying of the clothes, in fact it affected it.",41,0,caused,affected,
68,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",42,0,caused,enabled,
68,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",43,0,caused,enabled,
68,condition1,2,"The new technology affected the change, in fact it enabled it.",44,0,affected,enabled,
68,condition1,0,"The dry weather caused the wild fire, in fact it enabled it.",45,0,caused,enabled,
68,condition1,7,"Metastasis enabled cell growth, in fact it caused it.",46,5,enabled,caused,
68,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it enabled it.",47,0,caused,enabled,
68,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it enabled it.",48,4,affected,enabled,
68,condition1,4,"The sunny weather enabled the tree's growth, in fact it affected it.",49,0,enabled,affected,
68,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",50,2,affected,caused,
68,condition1,1,"The CEO's decision affected the outcome, in fact it enabled it.",51,5,affected,enabled,
68,condition1,1,"The CEO's decision caused the outcome, in fact it affected it.",52,0,caused,affected,
68,condition1,5,"More stipends caused the increase in student admissions, in fact they enabled it.",53,5,caused,enabled,
68,condition1,5,"More stipends affected the increase in student admissions, in fact they enabled it.",55,6,affected,enabled,
68,condition1,7,"Metastasis caused cell growth, in fact it affected it.",56,0,caused,affected,
68,condition1,6,"The sun caused the drying of the clothes, in fact it enabled it.",57,0,caused,enabled,
68,condition1,8,"Diversification caused new monetary policies, in fact it affected them.",58,0,caused,affected,
68,condition1,8,"Diversification affected new monetary policies, in fact it caused them.",59,2,affected,caused,
68,condition1,2,"The new technology caused the change, in fact it enabled it.",60,0,caused,enabled,
68,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",61,0,enabled,affected,
68,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",62,6,affected,enabled,
68,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",63,0,caused,affected,
68,condition1,7,"Metastasis affected cell growth, in fact it caused it.",64,2,affected,caused,
68,condition1,4,"The sunny weather affected the tree's growth, in fact it caused it.",65,4,affected,caused,
82,condition1,0,"The dry weather caused the wild fire, in fact it affected it.",0,3,caused,affected,
82,condition1,6,"The sun enabled the drying of the clothes, in fact it caused it.",1,4,enabled,caused,
82,condition1,7,"Metastasis enabled cell growth, in fact it caused it.",2,5,enabled,caused,
82,condition1,4,"The sunny weather enabled the tree's growth, in fact it affected it.",3,4,enabled,affected,
82,condition1,1,"The CEO's decision affected the outcome, in fact it caused it.",4,4,affected,caused,
82,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",5,4,affected,caused,
82,condition1,4,"The sunny weather enabled the tree's growth, in fact it caused it.",6,4,enabled,caused,
82,condition1,2,"The new technology enabled the change, in fact it caused it.",7,4,enabled,caused,
82,condition1,1,"The CEO's decision enabled the outcome, in fact it caused it.",8,1,enabled,caused,
82,condition1,8,"Diversification enabled new monetary policies, in fact it caused them.",9,3,enabled,caused,
82,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it caused it.",10,3,enabled,caused,
82,condition1,2,"The new technology caused the change, in fact it affected it.",12,4,caused,affected,
82,condition1,4,"The sunny weather affected the tree's growth, in fact it caused it.",13,4,affected,caused,
82,condition1,6,"The sun caused the drying of the clothes, in fact it affected it.",14,4,caused,affected,
82,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",15,3,caused,affected,
82,condition1,0,"The dry weather affected the wild fire, in fact it caused it.",16,4,affected,caused,
82,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it caused it.",17,4,affected,caused,
82,condition1,1,"The CEO's decision caused the outcome, in fact it enabled it.",18,4,caused,enabled,
82,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it enabled it.",19,4,caused,enabled,
82,condition1,0,"The dry weather enabled the wild fire, in fact it caused it.",20,4,enabled,caused,
82,condition1,5,"More stipends enabled the increase in student admissions, in fact they affected it.",22,2,enabled,affected,
82,condition1,2,"The new technology affected the change, in fact it enabled it.",23,4,affected,enabled,
82,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",25,4,affected,enabled,
82,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",27,4,caused,affected,
82,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",28,4,enabled,affected,
82,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",29,4,affected,enabled,
82,condition1,7,"Metastasis affected cell growth, in fact it enabled it.",30,4,affected,enabled,
82,condition1,6,"The sun affected the drying of the clothes, in fact it caused it.",31,4,affected,caused,
82,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it caused it.",32,4,enabled,caused,
82,condition1,2,"The new technology caused the change, in fact it enabled it.",33,4,caused,enabled,
82,condition1,7,"Metastasis caused cell growth, in fact it affected it.",34,4,caused,affected,
82,condition1,7,"Metastasis enabled cell growth, in fact it affected it.",35,4,enabled,affected,
82,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",37,4,enabled,caused,
82,condition1,6,"The sun affected the drying of the clothes, in fact it enabled it.",38,3,affected,enabled,
82,condition1,1,"The CEO's decision caused the outcome, in fact it affected it.",39,3,caused,affected,
82,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",40,4,enabled,affected,
82,condition1,0,"The dry weather caused the wild fire, in fact it enabled it.",41,3,caused,enabled,
82,condition1,2,"The new technology enabled the change, in fact it affected it.",42,4,enabled,affected,
82,condition1,8,"Diversification affected new monetary policies, in fact it caused them.",43,4,affected,caused,
82,condition1,0,"The dry weather affected the wild fire, in fact it enabled it.",45,4,affected,enabled,
82,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",46,4,enabled,affected,
82,condition1,4,"The sunny weather caused the tree's growth, in fact it affected it.",47,4,caused,affected,
82,condition1,8,"Diversification affected new monetary policies, in fact it enabled them.",48,4,affected,enabled,
82,condition1,6,"The sun caused the drying of the clothes, in fact it enabled it.",49,4,caused,enabled,
82,condition1,6,"The sun enabled the drying of the clothes, in fact it affected it.",50,4,enabled,affected,
82,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",51,4,caused,enabled,
82,condition1,5,"More stipends caused the increase in student admissions, in fact they enabled it.",52,4,caused,enabled,
82,condition1,2,"The new technology affected the change, in fact it caused it.",53,3,affected,caused,
82,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",54,4,enabled,affected,
82,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",55,4,caused,enabled,
82,condition1,7,"Metastasis caused cell growth, in fact it enabled it.",56,4,caused,enabled,
82,condition1,5,"More stipends affected the increase in student admissions, in fact they enabled it.",57,4,affected,enabled,
82,condition1,8,"Diversification caused new monetary policies, in fact it affected them.",58,4,caused,affected,
82,condition1,7,"Metastasis affected cell growth, in fact it caused it.",59,4,affected,caused,
82,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it caused it.",60,4,affected,caused,
82,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",61,3,caused,enabled,
82,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it enabled it.",62,4,affected,enabled,
82,condition1,1,"The CEO's decision enabled the outcome, in fact it affected it.",63,4,enabled,affected,
82,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it affected it.",64,4,caused,affected,
82,condition1,1,"The CEO's decision affected the outcome, in fact it enabled it.",65,4,affected,enabled,
95,condition1,1,"The CEO's decision caused the outcome, in fact it affected it.",0,4,caused,affected,
95,condition1,0,"The dry weather enabled the wild fire, in fact it caused it.",1,2,enabled,caused,
95,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it caused it.",2,4,affected,caused,
95,condition1,8,"Diversification affected new monetary policies, in fact it enabled them.",4,5,affected,enabled,
95,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it enabled it.",5,2,caused,enabled,
95,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",6,2,caused,affected,
95,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",7,0,caused,affected,
95,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it enabled it.",9,5,affected,enabled,
95,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",10,0,affected,caused,
95,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it caused it.",11,5,affected,caused,
95,condition1,4,"The sunny weather enabled the tree's growth, in fact it affected it.",12,4,enabled,affected,
95,condition1,2,"The new technology caused the change, in fact it affected it.",13,1,caused,affected,
95,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it caused it.",14,2,enabled,caused,
95,condition1,1,"The CEO's decision affected the outcome, in fact it enabled it.",15,4,affected,enabled,
95,condition1,6,"The sun caused the drying of the clothes, in fact it enabled it.",16,2,caused,enabled,
95,condition1,4,"The sunny weather enabled the tree's growth, in fact it caused it.",17,4,enabled,caused,
95,condition1,1,"The CEO's decision affected the outcome, in fact it caused it.",18,2,affected,caused,
95,condition1,8,"Diversification affected new monetary policies, in fact it caused them.",20,2,affected,caused,
95,condition1,1,"The CEO's decision caused the outcome, in fact it enabled it.",22,4,caused,enabled,
95,condition1,6,"The sun enabled the drying of the clothes, in fact it caused it.",23,2,enabled,caused,
95,condition1,6,"The sun caused the drying of the clothes, in fact it affected it.",24,2,caused,affected,
95,condition1,0,"The dry weather caused the wild fire, in fact it enabled it.",25,4,caused,enabled,
95,condition1,5,"More stipends enabled the increase in student admissions, in fact they affected it.",26,1,enabled,affected,
95,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",27,4,caused,enabled,
95,condition1,2,"The new technology affected the change, in fact it caused it.",28,1,affected,caused,
95,condition1,2,"The new technology enabled the change, in fact it affected it.",29,1,enabled,affected,
95,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",31,4,enabled,affected,
95,condition1,7,"Metastasis enabled cell growth, in fact it affected it.",32,5,enabled,affected,
95,condition1,1,"The CEO's decision enabled the outcome, in fact it caused it.",33,4,enabled,caused,
95,condition1,8,"Diversification caused new monetary policies, in fact it affected them.",34,4,caused,affected,
95,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",35,2,enabled,affected,
95,condition1,5,"More stipends caused the increase in student admissions, in fact they enabled it.",36,4,caused,enabled,
95,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it caused it.",37,4,enabled,caused,
95,condition1,2,"The new technology caused the change, in fact it enabled it.",38,1,caused,enabled,
95,condition1,2,"The new technology enabled the change, in fact it caused it.",39,1,enabled,caused,
95,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",40,1,enabled,caused,
95,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",41,4,caused,enabled,
95,condition1,4,"The sunny weather caused the tree's growth, in fact it affected it.",42,4,caused,affected,
95,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",43,4,enabled,affected,
95,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it affected it.",44,4,caused,affected,
95,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",45,2,enabled,affected,
95,condition1,7,"Metastasis affected cell growth, in fact it enabled it.",46,4,affected,enabled,
95,condition1,5,"More stipends affected the increase in student admissions, in fact they enabled it.",47,1,affected,enabled,
95,condition1,6,"The sun enabled the drying of the clothes, in fact it affected it.",48,4,enabled,affected,
95,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",49,2,affected,enabled,
95,condition1,7,"Metastasis caused cell growth, in fact it enabled it.",50,4,caused,enabled,
95,condition1,0,"The dry weather caused the wild fire, in fact it affected it.",51,4,caused,affected,
95,condition1,7,"Metastasis affected cell growth, in fact it caused it.",52,4,affected,caused,
95,condition1,4,"The sunny weather affected the tree's growth, in fact it caused it.",53,4,affected,caused,
95,condition1,6,"The sun affected the drying of the clothes, in fact it enabled it.",54,3,affected,enabled,
95,condition1,7,"Metastasis enabled cell growth, in fact it caused it.",55,4,enabled,caused,
95,condition1,0,"The dry weather affected the wild fire, in fact it enabled it.",56,4,affected,enabled,
95,condition1,1,"The CEO's decision enabled the outcome, in fact it affected it.",57,4,enabled,affected,
95,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",58,4,caused,enabled,
95,condition1,8,"Diversification enabled new monetary policies, in fact it caused them.",59,2,enabled,caused,
95,condition1,6,"The sun affected the drying of the clothes, in fact it caused it.",60,4,affected,caused,
95,condition1,0,"The dry weather affected the wild fire, in fact it caused it.",61,4,affected,caused,
95,condition1,2,"The new technology affected the change, in fact it enabled it.",62,1,affected,enabled,
95,condition1,7,"Metastasis caused cell growth, in fact it affected it.",63,4,caused,affected,
95,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",65,4,affected,enabled,
71,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",0,5,affected,enabled,
71,condition1,6,"The sun affected the drying of the clothes, in fact it caused it.",1,6,affected,caused,
71,condition1,6,"The sun enabled the drying of the clothes, in fact it affected it.",2,2,enabled,affected,
71,condition1,5,"More stipends enabled the increase in student admissions, in fact they affected it.",3,1,enabled,affected,
71,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",4,6,affected,caused,
71,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",5,4,caused,enabled,
71,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",6,1,enabled,caused,
71,condition1,7,"Metastasis affected cell growth, in fact it caused it.",7,5,affected,caused,
71,condition1,8,"Diversification enabled new monetary policies, in fact it caused them.",8,4,enabled,caused,
71,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",9,3,enabled,affected,
71,condition1,2,"The new technology affected the change, in fact it enabled it.",10,4,affected,enabled,
71,condition1,6,"The sun caused the drying of the clothes, in fact it affected it.",11,4,caused,affected,
71,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",12,2,caused,affected,
71,condition1,8,"Diversification affected new monetary policies, in fact it enabled them.",13,5,affected,enabled,
71,condition1,0,"The dry weather affected the wild fire, in fact it enabled it.",14,5,affected,enabled,
71,condition1,7,"Metastasis enabled cell growth, in fact it caused it.",16,5,enabled,caused,
71,condition1,7,"Metastasis caused cell growth, in fact it enabled it.",17,3,caused,enabled,
71,condition1,0,"The dry weather caused the wild fire, in fact it affected it.",18,2,caused,affected,
71,condition1,2,"The new technology enabled the change, in fact it affected it.",19,3,enabled,affected,
71,condition1,7,"Metastasis enabled cell growth, in fact it affected it.",20,2,enabled,affected,
71,condition1,6,"The sun enabled the drying of the clothes, in fact it caused it.",21,4,enabled,caused,
71,condition1,5,"More stipends affected the increase in student admissions, in fact they enabled it.",22,4,affected,enabled,
71,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it affected it.",24,4,caused,affected,
71,condition1,0,"The dry weather enabled the wild fire, in fact it caused it.",25,4,enabled,caused,
71,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it caused it.",26,4,enabled,caused,
71,condition1,0,"The dry weather affected the wild fire, in fact it caused it.",27,5,affected,caused,
71,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it caused it.",28,5,affected,caused,
71,condition1,8,"Diversification caused new monetary policies, in fact it affected them.",29,3,caused,affected,
71,condition1,2,"The new technology enabled the change, in fact it caused it.",31,3,enabled,caused,
71,condition1,1,"The CEO's decision enabled the outcome, in fact it caused it.",32,4,enabled,caused,
71,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",33,3,enabled,affected,
71,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",34,4,caused,enabled,
71,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",35,4,caused,enabled,
71,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it caused it.",36,4,affected,caused,
71,condition1,9,"The algae buildup in the ocean affected the migration of certain species of fish, in fact it enabled it.",37,4,affected,enabled,
71,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",38,2,enabled,affected,
71,condition1,1,"The CEO's decision caused the outcome, in fact it affected it.",39,2,caused,affected,
71,condition1,2,"The new technology affected the change, in fact it caused it.",41,5,affected,caused,
71,condition1,4,"The sunny weather caused the tree's growth, in fact it affected it.",42,2,caused,affected,
71,condition1,6,"The sun affected the drying of the clothes, in fact it enabled it.",43,5,affected,enabled,
71,condition1,1,"The CEO's decision caused the outcome, in fact it enabled it.",45,4,caused,enabled,
71,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it caused it.",46,5,enabled,caused,
71,condition1,6,"The sun caused the drying of the clothes, in fact it enabled it.",47,2,caused,enabled,
71,condition1,8,"Diversification affected new monetary policies, in fact it caused them.",48,5,affected,caused,
71,condition1,4,"The sunny weather enabled the tree's growth, in fact it caused it.",49,4,enabled,caused,
71,condition1,1,"The CEO's decision affected the outcome, in fact it enabled it.",50,2,affected,enabled,
71,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",51,3,enabled,affected,
71,condition1,7,"Metastasis caused cell growth, in fact it affected it.",52,2,caused,affected,
71,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",53,2,caused,affected,
71,condition1,4,"The sunny weather affected the tree's growth, in fact it caused it.",54,5,affected,caused,
71,condition1,5,"More stipends caused the increase in student admissions, in fact they enabled it.",55,2,caused,enabled,
71,condition1,2,"The new technology caused the change, in fact it enabled it.",57,3,caused,enabled,
71,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it enabled it.",58,2,caused,enabled,
71,condition1,2,"The new technology caused the change, in fact it affected it.",59,2,caused,affected,
71,condition1,1,"The CEO's decision affected the outcome, in fact it caused it.",60,5,affected,caused,
71,condition1,4,"The sunny weather enabled the tree's growth, in fact it affected it.",61,2,enabled,affected,
71,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",62,5,affected,enabled,
71,condition1,1,"The CEO's decision enabled the outcome, in fact it affected it.",63,2,enabled,affected,
71,condition1,0,"The dry weather caused the wild fire, in fact it enabled it.",64,3,caused,enabled,
71,condition1,7,"Metastasis affected cell growth, in fact it enabled it.",65,4,affected,enabled,
59,condition1,4,"The sunny weather caused the tree's growth, in fact it enabled it.",0,0,caused,enabled,
59,condition1,8,"Diversification enabled new monetary policies, in fact it affected them.",1,0,enabled,affected,
59,condition1,0,"The dry weather enabled the wild fire, in fact it affected it.",2,0,enabled,affected,
59,condition1,8,"Diversification caused new monetary policies, in fact it enabled them.",3,2,caused,enabled,
59,condition1,5,"More stipends caused the increase in student admissions, in fact they affected it.",4,0,caused,affected,
59,condition1,5,"More stipends enabled the increase in student admissions, in fact they caused it.",5,5,enabled,caused,
59,condition1,2,"The new technology enabled the change, in fact it affected it.",6,1,enabled,affected,
59,condition1,3,"The Sacklers' greed enabled the opioid epidemic, in fact it affected it.",7,1,enabled,affected,
59,condition1,3,"The Sacklers' greed caused the opioid epidemic, in fact it affected it.",8,0,caused,affected,
59,condition1,5,"More stipends affected the increase in student admissions, in fact they caused it.",10,6,affected,caused,
59,condition1,4,"The sunny weather affected the tree's growth, in fact it enabled it.",11,4,affected,enabled,
59,condition1,3,"The Sacklers' greed affected the opioid epidemic, in fact it enabled it.",12,5,affected,enabled,
59,condition1,9,"The algae buildup in the ocean enabled the migration of certain species of fish, in fact it affected it.",13,0,enabled,affected,
59,condition1,7,"Metastasis caused cell growth, in fact it affected it.",14,0,caused,affected,
59,condition1,9,"The algae buildup in the ocean caused the migration of certain species of fish, in fact it enabled it.",15,4,caused,enabled,
