workerid,proliferate.condition,frame,item,order,response,verb,error
42,condition1,9,The new traffic signs enabled the decrease in fatalities.,51,0,enabled,
42,condition1,14,Deforestation enabled wildlife displacement.,52,0,enabled,
42,condition1,6,The sunny weather caused the tree's growth.,53,6,caused,
42,condition1,11,Turning off the life support affected the patient's death.,54,3,affected,
42,condition1,14,Deforestation caused wildlife displacement.,55,6,caused,
42,condition1,15,Metastasis affected cell growth.,57,3,affected,
42,condition1,3,The new technology affected the change.,58,4,affected,
42,condition1,10,The striker deflecting the ball affected the goal.,59,5,affected,
42,condition1,11,Turning off the life support caused the patient's death.,61,6,caused,
42,condition1,4,The zoning restrictions affected the housing shortage.,62,4,affected,
42,condition1,17,Erosion caused density loss.,63,6,caused,
42,condition1,7,The breaking of the dam enabled the flood.,64,4,enabled,
42,condition1,16,Diversification affected new monetary policies.,65,4,affected,
52,condition1,4,The zoning restrictions affected the housing shortage.,0,6,affected,
52,condition1,8,Janelle's working hard enabled her success.,1,2,enabled,
52,condition1,13,The sun enabled the drying of the clothes.,3,0,enabled,
52,condition1,6,The sunny weather affected the tree's growth.,4,6,affected,
52,condition1,15,Metastasis enabled cell growth.,5,4,enabled,
52,condition1,7,The breaking of the dam caused the flood.,6,6,caused,
52,condition1,15,Metastasis caused cell growth.,7,4,caused,
52,condition1,13,The sun caused the drying of the clothes.,8,5,caused,
52,condition1,12,More stipends enabled the increase in student admissions.,9,5,enabled,
52,condition1,5,The Sacklers' greed enabled the opioid epidemic.,10,3,enabled,
52,condition1,6,The sunny weather caused the tree's growth.,11,5,caused,
52,condition1,6,The sunny weather enabled the tree's growth.,12,2,enabled,
52,condition1,17,Erosion enabled density loss.,13,0,enabled,
52,condition1,2,The CEO's decision caused the outcome.,14,5,caused,
52,condition1,17,Erosion caused density loss.,15,2,caused,
52,condition1,11,Turning off the life support affected the patient's death.,16,3,affected,
52,condition1,10,The striker deflecting the ball affected the goal.,17,1,affected,
52,condition1,8,Janelle's working hard caused her success.,18,6,caused,
52,condition1,11,Turning off the life support enabled the patient's death.,19,1,enabled,
52,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,20,5,affected,
52,condition1,10,The striker deflecting the ball enabled the goal.,21,0,enabled,
52,condition1,16,Diversification caused new monetary policies.,22,6,caused,
52,condition1,2,The CEO's decision enabled the outcome.,23,3,enabled,
52,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,24,4,affected,
52,condition1,15,Metastasis affected cell growth.,25,4,affected,
52,condition1,12,More stipends caused the increase in student admissions.,26,5,caused,
52,condition1,10,The striker deflecting the ball caused the goal.,27,4,caused,
52,condition1,3,The new technology affected the change.,28,4,affected,
52,condition1,11,Turning off the life support caused the patient's death.,29,6,caused,
52,condition1,14,Deforestation caused wildlife displacement.,31,5,caused,
52,condition1,19,The construction at the intersection caused the traffic in the vicinity.,32,6,caused,
52,condition1,17,Erosion affected density loss.,33,2,affected,
52,condition1,9,The new traffic signs enabled the decrease in fatalities.,34,3,enabled,
52,condition1,14,Deforestation affected wildlife displacement.,35,5,affected,
52,condition1,16,Diversification affected new monetary policies.,36,5,affected,
52,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,38,3,enabled,
52,condition1,1,The dry weather affected the wild fire.,39,4,affected,
52,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,40,3,enabled,
52,condition1,4,The zoning restrictions enabled the housing shortage.,41,1,enabled,
52,condition1,19,The construction at the intersection affected the traffic in the vicinity.,43,5,affected,
52,condition1,5,The Sacklers' greed caused the opioid epidemic.,44,6,caused,
52,condition1,9,The new traffic signs affected the decrease in fatalities.,45,4,affected,
52,condition1,13,The sun affected the drying of the clothes.,47,3,affected,
52,condition1,12,More stipends affected the increase in student admissions.,48,3,affected,
52,condition1,2,The CEO's decision affected the outcome.,49,5,affected,
52,condition1,9,The new traffic signs caused the decrease in fatalities.,50,5,caused,
52,condition1,5,The Sacklers' greed affected the opioid epidemic.,51,4,affected,
52,condition1,3,The new technology enabled the change.,52,3,enabled,
52,condition1,16,Diversification enabled new monetary policies.,53,3,enabled,
52,condition1,7,The breaking of the dam enabled the flood.,54,1,enabled,
52,condition1,14,Deforestation enabled wildlife displacement.,55,0,enabled,
52,condition1,8,Janelle's working hard affected her success.,56,3,affected,
52,condition1,1,The dry weather caused the wild fire.,57,6,caused,
52,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,58,5,caused,
52,condition1,3,The new technology caused the change.,59,2,caused,
52,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,60,3,enabled,
52,condition1,4,The zoning restrictions caused the housing shortage.,61,5,caused,
52,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,63,4,caused,
52,condition1,7,The breaking of the dam affected the flood.,64,0,affected,
52,condition1,1,The dry weather enabled the wild fire.,65,2,enabled,
20,condition1,1,The dry weather enabled the wild fire.,0,5,enabled,
20,condition1,19,The construction at the intersection caused the traffic in the vicinity.,1,5,caused,
20,condition1,5,The Sacklers' greed enabled the opioid epidemic.,2,5,enabled,
20,condition1,5,The Sacklers' greed affected the opioid epidemic.,3,1,affected,
20,condition1,9,The new traffic signs affected the decrease in fatalities.,4,3,affected,
20,condition1,13,The sun caused the drying of the clothes.,5,1,caused,
20,condition1,7,The breaking of the dam caused the flood.,6,1,caused,
20,condition1,17,Erosion caused density loss.,7,4,caused,
20,condition1,17,Erosion affected density loss.,8,5,affected,
20,condition1,5,The Sacklers' greed caused the opioid epidemic.,9,5,caused,
20,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,10,1,enabled,
20,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,11,1,affected,
20,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,12,5,affected,
20,condition1,14,Deforestation enabled wildlife displacement.,13,6,enabled,
20,condition1,8,Janelle's working hard caused her success.,14,0,caused,
20,condition1,4,The zoning restrictions enabled the housing shortage.,15,4,enabled,
20,condition1,7,The breaking of the dam enabled the flood.,16,4,enabled,
20,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,17,1,caused,
20,condition1,8,Janelle's working hard affected her success.,18,1,affected,
20,condition1,14,Deforestation caused wildlife displacement.,19,1,caused,
20,condition1,11,Turning off the life support caused the patient's death.,20,6,caused,
20,condition1,6,The sunny weather affected the tree's growth.,21,6,affected,
20,condition1,3,The new technology enabled the change.,22,4,enabled,
20,condition1,9,The new traffic signs enabled the decrease in fatalities.,23,2,enabled,
20,condition1,15,Metastasis enabled cell growth.,24,3,enabled,
20,condition1,3,The new technology caused the change.,25,5,caused,
20,condition1,2,The CEO's decision affected the outcome.,26,5,affected,
20,condition1,17,Erosion enabled density loss.,27,5,enabled,
20,condition1,10,The striker deflecting the ball enabled the goal.,28,5,enabled,
20,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,29,1,enabled,
20,condition1,16,Diversification caused new monetary policies.,30,2,caused,
20,condition1,7,The breaking of the dam affected the flood.,31,5,affected,
20,condition1,12,More stipends caused the increase in student admissions.,32,5,caused,
20,condition1,11,Turning off the life support affected the patient's death.,33,6,affected,
20,condition1,10,The striker deflecting the ball affected the goal.,34,2,affected,
20,condition1,2,The CEO's decision caused the outcome.,35,5,caused,
20,condition1,6,The sunny weather enabled the tree's growth.,36,5,enabled,
20,condition1,1,The dry weather affected the wild fire.,37,5,affected,
20,condition1,4,The zoning restrictions affected the housing shortage.,39,6,affected,
20,condition1,13,The sun affected the drying of the clothes.,40,1,affected,
20,condition1,16,Diversification enabled new monetary policies.,41,3,enabled,
20,condition1,12,More stipends enabled the increase in student admissions.,42,5,enabled,
20,condition1,8,Janelle's working hard enabled her success.,44,6,enabled,
20,condition1,16,Diversification affected new monetary policies.,45,4,affected,
20,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,46,5,caused,
20,condition1,1,The dry weather caused the wild fire.,47,6,caused,
20,condition1,9,The new traffic signs caused the decrease in fatalities.,48,4,caused,
20,condition1,4,The zoning restrictions caused the housing shortage.,49,5,caused,
20,condition1,14,Deforestation affected wildlife displacement.,50,4,affected,
20,condition1,15,Metastasis caused cell growth.,51,4,caused,
20,condition1,12,More stipends affected the increase in student admissions.,52,2,affected,
20,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,53,5,enabled,
20,condition1,3,The new technology affected the change.,55,1,affected,
20,condition1,19,The construction at the intersection affected the traffic in the vicinity.,57,5,affected,
20,condition1,11,Turning off the life support enabled the patient's death.,59,6,enabled,
20,condition1,10,The striker deflecting the ball caused the goal.,60,6,caused,
20,condition1,15,Metastasis affected cell growth.,61,5,affected,
20,condition1,13,The sun enabled the drying of the clothes.,63,2,enabled,
20,condition1,6,The sunny weather caused the tree's growth.,64,5,caused,
20,condition1,2,The CEO's decision enabled the outcome.,65,5,enabled,
8,condition1,13,The sun enabled the drying of the clothes.,0,6,enabled,
8,condition1,9,The new traffic signs enabled the decrease in fatalities.,1,3,enabled,
8,condition1,8,Janelle's working hard caused her success.,2,6,caused,
8,condition1,4,The zoning restrictions enabled the housing shortage.,3,5,enabled,
8,condition1,14,Deforestation enabled wildlife displacement.,4,0,enabled,
8,condition1,12,More stipends affected the increase in student admissions.,5,6,affected,
8,condition1,6,The sunny weather affected the tree's growth.,6,6,affected,
8,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,7,6,caused,
8,condition1,12,More stipends enabled the increase in student admissions.,8,6,enabled,
8,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,9,6,caused,
8,condition1,3,The new technology enabled the change.,10,6,enabled,
8,condition1,15,Metastasis affected cell growth.,11,6,affected,
8,condition1,14,Deforestation caused wildlife displacement.,12,6,caused,
8,condition1,11,Turning off the life support affected the patient's death.,13,0,affected,
8,condition1,15,Metastasis caused cell growth.,14,6,caused,
8,condition1,5,The Sacklers' greed enabled the opioid epidemic.,15,6,enabled,
8,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,16,0,enabled,
8,condition1,13,The sun caused the drying of the clothes.,17,6,caused,
8,condition1,19,The construction at the intersection affected the traffic in the vicinity.,18,6,affected,
8,condition1,2,The CEO's decision enabled the outcome.,19,6,enabled,
8,condition1,3,The new technology caused the change.,20,6,caused,
8,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,21,0,affected,
8,condition1,17,Erosion enabled density loss.,22,3,enabled,
8,condition1,1,The dry weather affected the wild fire.,23,0,affected,
8,condition1,10,The striker deflecting the ball affected the goal.,24,0,affected,
8,condition1,15,Metastasis enabled cell growth.,25,4,enabled,
8,condition1,11,Turning off the life support enabled the patient's death.,26,0,enabled,
8,condition1,2,The CEO's decision caused the outcome.,27,6,caused,
8,condition1,5,The Sacklers' greed caused the opioid epidemic.,29,6,caused,
8,condition1,14,Deforestation affected wildlife displacement.,30,0,affected,
8,condition1,2,The CEO's decision affected the outcome.,31,6,affected,
8,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,33,6,enabled,
8,condition1,9,The new traffic signs caused the decrease in fatalities.,34,6,caused,
8,condition1,1,The dry weather caused the wild fire.,35,6,caused,
8,condition1,13,The sun affected the drying of the clothes.,36,6,affected,
8,condition1,3,The new technology affected the change.,37,6,affected,
8,condition1,16,Diversification caused new monetary policies.,38,6,caused,
8,condition1,12,More stipends caused the increase in student admissions.,39,6,caused,
8,condition1,16,Diversification affected new monetary policies.,41,6,affected,
8,condition1,6,The sunny weather enabled the tree's growth.,42,6,enabled,
8,condition1,9,The new traffic signs affected the decrease in fatalities.,43,0,affected,
8,condition1,4,The zoning restrictions affected the housing shortage.,44,6,affected,
8,condition1,4,The zoning restrictions caused the housing shortage.,45,6,caused,
8,condition1,6,The sunny weather caused the tree's growth.,46,0,caused,
8,condition1,11,Turning off the life support caused the patient's death.,47,6,caused,
8,condition1,7,The breaking of the dam enabled the flood.,48,0,enabled,
8,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,49,0,enabled,
8,condition1,17,Erosion caused density loss.,50,6,caused,
8,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,51,6,affected,
8,condition1,10,The striker deflecting the ball enabled the goal.,53,6,enabled,
8,condition1,16,Diversification enabled new monetary policies.,55,6,enabled,
8,condition1,17,Erosion affected density loss.,56,0,affected,
8,condition1,10,The striker deflecting the ball caused the goal.,57,6,caused,
8,condition1,19,The construction at the intersection caused the traffic in the vicinity.,58,6,caused,
8,condition1,1,The dry weather enabled the wild fire.,59,6,enabled,
8,condition1,8,Janelle's working hard affected her success.,60,0,affected,
8,condition1,7,The breaking of the dam caused the flood.,61,6,caused,
8,condition1,7,The breaking of the dam affected the flood.,62,0,affected,
8,condition1,5,The Sacklers' greed affected the opioid epidemic.,63,6,affected,
8,condition1,8,Janelle's working hard enabled her success.,65,6,enabled,
54,condition1,16,Diversification caused new monetary policies.,0,4,caused,
54,condition1,9,The new traffic signs enabled the decrease in fatalities.,1,1,enabled,
54,condition1,11,Turning off the life support enabled the patient's death.,2,6,enabled,
54,condition1,1,The dry weather enabled the wild fire.,3,5,enabled,
54,condition1,13,The sun affected the drying of the clothes.,4,0,affected,
54,condition1,8,Janelle's working hard affected her success.,5,4,affected,
54,condition1,6,The sunny weather affected the tree's growth.,6,5,affected,
54,condition1,17,Erosion enabled density loss.,7,0,enabled,
54,condition1,4,The zoning restrictions caused the housing shortage.,8,5,caused,
54,condition1,7,The breaking of the dam enabled the flood.,9,1,enabled,
54,condition1,13,The sun enabled the drying of the clothes.,10,5,enabled,
54,condition1,16,Diversification affected new monetary policies.,11,1,affected,
54,condition1,1,The dry weather caused the wild fire.,12,5,caused,
54,condition1,13,The sun caused the drying of the clothes.,13,2,caused,
54,condition1,7,The breaking of the dam affected the flood.,14,0,affected,
54,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,15,4,enabled,
54,condition1,19,The construction at the intersection caused the traffic in the vicinity.,16,5,caused,
54,condition1,4,The zoning restrictions enabled the housing shortage.,17,2,enabled,
54,condition1,3,The new technology enabled the change.,19,6,enabled,
54,condition1,15,Metastasis enabled cell growth.,20,4,enabled,
54,condition1,1,The dry weather affected the wild fire.,21,4,affected,
54,condition1,17,Erosion affected density loss.,22,0,affected,
54,condition1,12,More stipends affected the increase in student admissions.,24,1,affected,
54,condition1,10,The striker deflecting the ball affected the goal.,25,3,affected,
54,condition1,6,The sunny weather caused the tree's growth.,26,4,caused,
54,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,27,5,enabled,
54,condition1,8,Janelle's working hard enabled her success.,28,6,enabled,
54,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,30,4,caused,
54,condition1,6,The sunny weather enabled the tree's growth.,31,5,enabled,
54,condition1,2,The CEO's decision affected the outcome.,32,2,affected,
54,condition1,9,The new traffic signs affected the decrease in fatalities.,33,1,affected,
54,condition1,15,Metastasis caused cell growth.,34,4,caused,
54,condition1,12,More stipends caused the increase in student admissions.,35,2,caused,
54,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,36,6,affected,
54,condition1,2,The CEO's decision enabled the outcome.,37,2,enabled,
54,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,38,3,affected,
54,condition1,11,Turning off the life support affected the patient's death.,39,0,affected,
54,condition1,16,Diversification enabled new monetary policies.,40,4,enabled,
54,condition1,2,The CEO's decision caused the outcome.,41,5,caused,
54,condition1,3,The new technology caused the change.,42,6,caused,
54,condition1,14,Deforestation caused wildlife displacement.,43,2,caused,
54,condition1,11,Turning off the life support caused the patient's death.,44,5,caused,
54,condition1,5,The Sacklers' greed affected the opioid epidemic.,45,0,affected,
54,condition1,10,The striker deflecting the ball caused the goal.,46,0,caused,
54,condition1,7,The breaking of the dam caused the flood.,47,5,caused,
54,condition1,15,Metastasis affected cell growth.,48,4,affected,
54,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,49,1,enabled,
54,condition1,5,The Sacklers' greed enabled the opioid epidemic.,51,1,enabled,
54,condition1,8,Janelle's working hard caused her success.,52,6,caused,
54,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,53,4,caused,
54,condition1,14,Deforestation enabled wildlife displacement.,54,0,enabled,
54,condition1,10,The striker deflecting the ball enabled the goal.,55,3,enabled,
54,condition1,4,The zoning restrictions affected the housing shortage.,56,1,affected,
54,condition1,14,Deforestation affected wildlife displacement.,57,3,affected,
54,condition1,17,Erosion caused density loss.,58,0,caused,
54,condition1,19,The construction at the intersection affected the traffic in the vicinity.,60,4,affected,
54,condition1,12,More stipends enabled the increase in student admissions.,61,4,enabled,
54,condition1,9,The new traffic signs caused the decrease in fatalities.,62,1,caused,
54,condition1,5,The Sacklers' greed caused the opioid epidemic.,63,0,caused,
54,condition1,3,The new technology affected the change.,64,6,affected,
45,condition1,7,The breaking of the dam caused the flood.,0,6,caused,
45,condition1,12,More stipends caused the increase in student admissions.,1,5,caused,
45,condition1,19,The construction at the intersection affected the traffic in the vicinity.,2,4,affected,
45,condition1,13,The sun caused the drying of the clothes.,4,5,caused,
45,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,5,1,enabled,
45,condition1,6,The sunny weather enabled the tree's growth.,6,5,enabled,
45,condition1,3,The new technology affected the change.,7,5,affected,
45,condition1,6,The sunny weather caused the tree's growth.,8,5,caused,
45,condition1,19,The construction at the intersection caused the traffic in the vicinity.,9,6,caused,
45,condition1,11,Turning off the life support enabled the patient's death.,10,0,enabled,
45,condition1,14,Deforestation caused wildlife displacement.,11,6,caused,
45,condition1,10,The striker deflecting the ball caused the goal.,12,6,caused,
45,condition1,4,The zoning restrictions enabled the housing shortage.,14,5,enabled,
45,condition1,2,The CEO's decision caused the outcome.,15,6,caused,
45,condition1,5,The Sacklers' greed affected the opioid epidemic.,16,4,affected,
45,condition1,7,The breaking of the dam enabled the flood.,17,0,enabled,
45,condition1,5,The Sacklers' greed enabled the opioid epidemic.,18,0,enabled,
45,condition1,11,Turning off the life support affected the patient's death.,19,4,affected,
45,condition1,13,The sun affected the drying of the clothes.,20,5,affected,
45,condition1,3,The new technology caused the change.,21,6,caused,
45,condition1,9,The new traffic signs affected the decrease in fatalities.,23,6,affected,
45,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,24,1,enabled,
45,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,25,3,caused,
45,condition1,1,The dry weather caused the wild fire.,26,5,caused,
45,condition1,7,The breaking of the dam affected the flood.,27,4,affected,
45,condition1,13,The sun enabled the drying of the clothes.,28,4,enabled,
45,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,29,3,enabled,
45,condition1,16,Diversification enabled new monetary policies.,30,5,enabled,
45,condition1,1,The dry weather enabled the wild fire.,32,6,enabled,
45,condition1,2,The CEO's decision affected the outcome.,33,5,affected,
45,condition1,3,The new technology enabled the change.,34,4,enabled,
45,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,36,5,affected,
45,condition1,8,Janelle's working hard affected her success.,37,5,affected,
45,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,38,6,caused,
45,condition1,5,The Sacklers' greed caused the opioid epidemic.,39,3,caused,
45,condition1,16,Diversification affected new monetary policies.,40,6,affected,
45,condition1,10,The striker deflecting the ball affected the goal.,41,0,affected,
45,condition1,9,The new traffic signs caused the decrease in fatalities.,42,6,caused,
45,condition1,8,Janelle's working hard enabled her success.,43,5,enabled,
45,condition1,9,The new traffic signs enabled the decrease in fatalities.,44,1,enabled,
45,condition1,10,The striker deflecting the ball enabled the goal.,45,0,enabled,
45,condition1,15,Metastasis enabled cell growth.,46,3,enabled,
45,condition1,14,Deforestation enabled wildlife displacement.,47,2,enabled,
45,condition1,12,More stipends enabled the increase in student admissions.,48,5,enabled,
45,condition1,4,The zoning restrictions caused the housing shortage.,49,5,caused,
45,condition1,8,Janelle's working hard caused her success.,50,5,caused,
45,condition1,4,The zoning restrictions affected the housing shortage.,51,6,affected,
45,condition1,11,Turning off the life support caused the patient's death.,52,6,caused,
45,condition1,17,Erosion enabled density loss.,53,0,enabled,
45,condition1,1,The dry weather affected the wild fire.,54,5,affected,
45,condition1,2,The CEO's decision enabled the outcome.,55,5,enabled,
45,condition1,12,More stipends affected the increase in student admissions.,56,2,affected,
45,condition1,15,Metastasis affected cell growth.,57,3,affected,
45,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,59,4,affected,
45,condition1,14,Deforestation affected wildlife displacement.,60,2,affected,
45,condition1,17,Erosion affected density loss.,61,0,affected,
45,condition1,6,The sunny weather affected the tree's growth.,62,4,affected,
45,condition1,17,Erosion caused density loss.,63,6,caused,
45,condition1,16,Diversification caused new monetary policies.,64,6,caused,
45,condition1,15,Metastasis caused cell growth.,65,3,caused,
28,condition1,14,Deforestation enabled wildlife displacement.,0,5,enabled,
28,condition1,17,Erosion affected density loss.,2,1,affected,
28,condition1,12,More stipends enabled the increase in student admissions.,3,6,enabled,
28,condition1,12,More stipends affected the increase in student admissions.,4,6,affected,
28,condition1,13,The sun enabled the drying of the clothes.,5,4,enabled,
28,condition1,7,The breaking of the dam affected the flood.,6,0,affected,
28,condition1,15,Metastasis enabled cell growth.,7,4,enabled,
28,condition1,14,Deforestation affected wildlife displacement.,8,5,affected,
28,condition1,11,Turning off the life support enabled the patient's death.,10,0,enabled,
28,condition1,13,The sun affected the drying of the clothes.,11,6,affected,
28,condition1,16,Diversification caused new monetary policies.,12,5,caused,
28,condition1,13,The sun caused the drying of the clothes.,13,6,caused,
28,condition1,15,Metastasis affected cell growth.,14,6,affected,
28,condition1,9,The new traffic signs affected the decrease in fatalities.,16,1,affected,
28,condition1,3,The new technology enabled the change.,17,3,enabled,
28,condition1,2,The CEO's decision enabled the outcome.,18,1,enabled,
28,condition1,5,The Sacklers' greed caused the opioid epidemic.,19,6,caused,
28,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,20,6,caused,
28,condition1,11,Turning off the life support affected the patient's death.,21,0,affected,
28,condition1,2,The CEO's decision affected the outcome.,22,6,affected,
28,condition1,6,The sunny weather enabled the tree's growth.,23,6,enabled,
28,condition1,17,Erosion enabled density loss.,24,4,enabled,
28,condition1,7,The breaking of the dam caused the flood.,25,6,caused,
28,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,26,1,enabled,
28,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,27,0,enabled,
28,condition1,19,The construction at the intersection caused the traffic in the vicinity.,28,6,caused,
28,condition1,5,The Sacklers' greed affected the opioid epidemic.,29,6,affected,
28,condition1,15,Metastasis caused cell growth.,30,6,caused,
28,condition1,2,The CEO's decision caused the outcome.,31,6,caused,
28,condition1,9,The new traffic signs enabled the decrease in fatalities.,32,4,enabled,
28,condition1,6,The sunny weather affected the tree's growth.,33,6,affected,
28,condition1,12,More stipends caused the increase in student admissions.,34,6,caused,
28,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,35,5,enabled,
28,condition1,16,Diversification enabled new monetary policies.,36,5,enabled,
28,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,37,5,affected,
28,condition1,10,The striker deflecting the ball enabled the goal.,38,0,enabled,
28,condition1,1,The dry weather enabled the wild fire.,39,5,enabled,
28,condition1,1,The dry weather caused the wild fire.,40,6,caused,
28,condition1,10,The striker deflecting the ball caused the goal.,41,6,caused,
28,condition1,4,The zoning restrictions affected the housing shortage.,42,6,affected,
28,condition1,8,Janelle's working hard enabled her success.,43,6,enabled,
28,condition1,16,Diversification affected new monetary policies.,44,6,affected,
28,condition1,14,Deforestation caused wildlife displacement.,45,6,caused,
28,condition1,4,The zoning restrictions caused the housing shortage.,46,6,caused,
28,condition1,6,The sunny weather caused the tree's growth.,47,6,caused,
28,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,48,6,caused,
28,condition1,8,Janelle's working hard caused her success.,49,6,caused,
28,condition1,9,The new traffic signs caused the decrease in fatalities.,50,6,caused,
28,condition1,10,The striker deflecting the ball affected the goal.,51,0,affected,
28,condition1,3,The new technology caused the change.,52,6,caused,
28,condition1,8,Janelle's working hard affected her success.,54,6,affected,
28,condition1,17,Erosion caused density loss.,56,6,caused,
28,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,57,6,affected,
28,condition1,5,The Sacklers' greed enabled the opioid epidemic.,59,1,enabled,
28,condition1,4,The zoning restrictions enabled the housing shortage.,60,2,enabled,
28,condition1,3,The new technology affected the change.,61,2,affected,
28,condition1,19,The construction at the intersection affected the traffic in the vicinity.,62,6,affected,
28,condition1,1,The dry weather affected the wild fire.,63,1,affected,
28,condition1,11,Turning off the life support caused the patient's death.,64,6,caused,
28,condition1,7,The breaking of the dam enabled the flood.,65,1,enabled,
40,condition1,17,Erosion affected density loss.,0,2,affected,
40,condition1,2,The CEO's decision affected the outcome.,1,6,affected,
40,condition1,14,Deforestation enabled wildlife displacement.,2,2,enabled,
40,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,4,6,caused,
40,condition1,6,The sunny weather enabled the tree's growth.,5,6,enabled,
40,condition1,4,The zoning restrictions enabled the housing shortage.,6,2,enabled,
40,condition1,9,The new traffic signs affected the decrease in fatalities.,7,6,affected,
40,condition1,13,The sun enabled the drying of the clothes.,8,6,enabled,
40,condition1,11,Turning off the life support enabled the patient's death.,9,6,enabled,
40,condition1,6,The sunny weather caused the tree's growth.,11,6,caused,
40,condition1,4,The zoning restrictions affected the housing shortage.,12,6,affected,
40,condition1,13,The sun caused the drying of the clothes.,13,6,caused,
40,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,14,6,affected,
40,condition1,6,The sunny weather affected the tree's growth.,15,6,affected,
40,condition1,16,Diversification affected new monetary policies.,16,5,affected,
40,condition1,10,The striker deflecting the ball caused the goal.,17,6,caused,
40,condition1,17,Erosion enabled density loss.,18,3,enabled,
40,condition1,5,The Sacklers' greed caused the opioid epidemic.,19,6,caused,
40,condition1,5,The Sacklers' greed enabled the opioid epidemic.,20,6,enabled,
40,condition1,3,The new technology caused the change.,21,6,caused,
40,condition1,16,Diversification caused new monetary policies.,22,3,caused,
40,condition1,2,The CEO's decision caused the outcome.,24,5,caused,
40,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,25,4,enabled,
40,condition1,11,Turning off the life support affected the patient's death.,26,1,affected,
40,condition1,10,The striker deflecting the ball affected the goal.,27,6,affected,
40,condition1,13,The sun affected the drying of the clothes.,28,6,affected,
40,condition1,9,The new traffic signs enabled the decrease in fatalities.,29,2,enabled,
40,condition1,1,The dry weather affected the wild fire.,30,6,affected,
40,condition1,19,The construction at the intersection caused the traffic in the vicinity.,31,6,caused,
40,condition1,4,The zoning restrictions caused the housing shortage.,32,6,caused,
40,condition1,14,Deforestation caused wildlife displacement.,33,6,caused,
40,condition1,2,The CEO's decision enabled the outcome.,34,6,enabled,
40,condition1,8,Janelle's working hard affected her success.,35,6,affected,
40,condition1,7,The breaking of the dam caused the flood.,36,6,caused,
40,condition1,7,The breaking of the dam enabled the flood.,37,6,enabled,
40,condition1,11,Turning off the life support caused the patient's death.,38,6,caused,
40,condition1,16,Diversification enabled new monetary policies.,39,6,enabled,
40,condition1,12,More stipends caused the increase in student admissions.,40,4,caused,
40,condition1,19,The construction at the intersection affected the traffic in the vicinity.,42,6,affected,
40,condition1,14,Deforestation affected wildlife displacement.,43,6,affected,
40,condition1,1,The dry weather caused the wild fire.,44,6,caused,
40,condition1,5,The Sacklers' greed affected the opioid epidemic.,45,6,affected,
40,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,46,1,enabled,
40,condition1,12,More stipends affected the increase in student admissions.,47,6,affected,
40,condition1,12,More stipends enabled the increase in student admissions.,48,6,enabled,
40,condition1,3,The new technology enabled the change.,49,6,enabled,
40,condition1,15,Metastasis enabled cell growth.,50,1,enabled,
40,condition1,1,The dry weather enabled the wild fire.,51,6,enabled,
